,Donor,chr-pos,n_syn,n_nsyn,n_coding,n_all
294,DO220892,1-12,0,0,0,0
295,DO220913,1-12,0,0,0,0
296,DO220842,1-12,0,0,0,8
297,DO220846,1-12,0,0,0,2
298,DO220908,1-12,0,0,0,0
299,DO220879,1-12,0,0,0,0
300,DO220904,1-12,0,0,0,2
301,DO220895,1-12,0,0,0,0
302,DO220849,1-12,0,0,0,1
303,DO220857,1-12,0,0,0,0
304,DO220853,1-12,0,0,0,0
305,DO220906,1-12,0,0,0,0
306,DO220865,1-12,0,0,0,4
307,DO220882,1-12,0,0,0,0
308,DO220867,1-12,0,0,0,2
309,DO220850,1-12,0,0,0,0
310,DO220905,1-12,0,0,0,1
311,DO220880,1-12,0,0,0,0
312,DO220896,1-12,0,0,0,0
313,DO220873,1-12,0,0,0,0
314,DO220852,1-12,0,0,0,0
315,DO37432,1-13,0,0,0,0
316,DO37827,1-13,0,0,0,0
317,DO47268,1-13,0,0,0,0
318,DO37896,1-13,0,0,0,0
319,DO37435,1-13,0,0,0,0
320,DO47451,1-13,0,0,0,0
321,DO37861,1-13,0,0,0,0
322,DO37515,1-13,0,0,0,0
323,DO37425,1-13,0,0,0,0
324,DO37439,1-13,0,0,0,0
325,DO51251,1-13,0,0,0,0
326,DO37474,1-13,0,0,0,0
327,DO37527,1-13,0,0,0,0
328,DO37607,1-13,0,0,0,0
329,DO37946,1-13,0,0,0,0
330,DO47542,1-13,0,0,0,0
331,DO37424,1-13,0,0,0,0
332,DO37531,1-13,0,0,0,0
333,DO37703,1-13,0,0,0,0
334,DO37440,1-13,0,0,0,0
335,DO37659,1-13,0,0,0,0
336,DO37409,1-13,0,0,0,0
337,DO37587,1-13,0,0,0,3
338,DO37627,1-13,0,0,0,0
339,DO37418,1-13,0,0,0,0
340,DO37445,1-13,0,0,0,0
341,DO37427,1-13,0,0,0,2
342,DO47331,1-13,0,0,0,0
343,DO37750,1-13,0,0,0,0
344,DO37426,1-13,0,0,0,0
345,DO37599,1-13,0,0,0,0
346,DO37719,1-13,0,0,0,0
347,DO37758,1-13,0,0,0,7
348,DO37782,1-13,0,0,0,0
349,DO47255,1-13,0,0,0,0
350,DO38129,1-13,0,0,0,0
351,DO37723,1-13,0,1,1,3
352,DO220887,1-13,0,0,0,0
353,DO220872,1-13,0,0,0,0
354,DO220889,1-13,0,0,0,0
355,DO220862,1-13,0,0,0,0
356,DO220863,1-13,0,0,0,0
357,DO220885,1-13,0,0,0,0
358,DO220843,1-13,0,0,0,2
359,DO220870,1-13,0,0,0,2
360,DO220890,1-13,0,0,0,0
361,DO220855,1-13,0,0,0,0
362,DO220847,1-13,0,0,0,0
363,DO220901,1-13,0,0,0,0
364,DO220899,1-13,0,0,0,0
365,DO220907,1-13,0,0,0,0
366,DO220851,1-13,0,0,0,0
367,DO220900,1-13,0,0,0,0
368,DO220874,1-13,0,0,0,0
369,DO220875,1-13,0,0,0,0
370,DO220864,1-13,0,0,0,0
371,DO220844,1-13,0,0,0,1
372,DO220883,1-13,0,0,0,0
373,DO220866,1-13,0,0,0,8
374,DO220903,1-13,0,0,0,0
375,DO220868,1-13,0,0,0,1
376,DO220893,1-13,0,0,0,0
377,DO220858,1-13,0,0,0,1
378,DO220888,1-13,0,0,0,3
379,DO220897,1-13,0,0,0,0
380,DO220886,1-13,0,0,0,0
381,DO220877,1-13,0,0,0,0
382,DO220902,1-13,0,0,0,0
383,DO220912,1-13,0,0,0,0
384,DO220898,1-13,0,0,0,0
385,DO220910,1-13,0,0,0,0
386,DO220881,1-13,0,0,0,0
387,DO220845,1-13,0,0,0,1
388,DO220884,1-13,0,0,0,0
389,DO220894,1-13,0,0,0,0
390,DO220861,1-13,0,0,0,0
391,DO220871,1-13,0,0,0,2
392,DO220848,1-13,0,0,0,0
393,DO220860,1-13,0,0,0,0
394,DO220859,1-13,0,0,0,0
395,DO220911,1-13,0,0,0,0
396,DO220891,1-13,0,0,0,0
397,DO220841,1-13,0,0,0,5
398,DO220878,1-13,0,0,0,0
399,DO220892,1-13,0,0,0,2
400,DO220913,1-13,0,0,0,0
401,DO220842,1-13,0,0,0,3
402,DO220846,1-13,0,0,0,1
403,DO220908,1-13,0,0,0,0
404,DO220879,1-13,0,0,0,0
405,DO220904,1-13,0,0,0,3
406,DO220895,1-13,0,0,0,0
407,DO220849,1-13,0,0,0,0
408,DO220857,1-13,0,0,0,0
409,DO220853,1-13,0,0,0,0
410,DO220906,1-13,0,0,0,0
411,DO220865,1-13,0,0,0,4
412,DO220882,1-13,0,0,0,0
413,DO220867,1-13,0,0,0,0
414,DO220850,1-13,0,0,0,0
415,DO220905,1-13,0,0,0,3
416,DO220880,1-13,0,0,0,0
417,DO220896,1-13,0,0,0,0
418,DO220873,1-13,0,0,0,0
419,DO220852,1-13,0,0,0,0
420,DO37432,1-14,0,0,0,0
421,DO37827,1-14,0,0,0,0
422,DO47268,1-14,0,0,0,0
423,DO37896,1-14,0,0,0,0
424,DO37435,1-14,0,0,0,0
425,DO47451,1-14,0,0,0,1
426,DO37861,1-14,0,0,0,0
427,DO37515,1-14,0,0,0,0
428,DO37425,1-14,0,0,0,0
429,DO37439,1-14,0,0,0,0
430,DO51251,1-14,0,0,0,3
431,DO37474,1-14,0,0,0,0
432,DO37527,1-14,0,0,0,1
433,DO37607,1-14,0,0,0,0
434,DO37946,1-14,0,0,0,0
435,DO47542,1-14,0,0,0,0
436,DO37424,1-14,0,0,0,0
437,DO37531,1-14,0,0,0,0
438,DO37703,1-14,0,0,0,0
439,DO37440,1-14,0,0,0,0
440,DO37659,1-14,0,0,0,0
441,DO37409,1-14,0,0,0,0
442,DO37587,1-14,0,0,0,2
443,DO37627,1-14,0,0,0,0
444,DO37418,1-14,0,0,0,0
445,DO37445,1-14,0,0,0,0
446,DO37427,1-14,0,0,0,2
447,DO47331,1-14,0,0,0,0
448,DO37750,1-14,0,0,0,0
449,DO37426,1-14,0,0,0,0
450,DO37599,1-14,0,0,0,0
451,DO37719,1-14,0,0,0,0
452,DO37758,1-14,0,0,0,6
453,DO37782,1-14,0,0,0,0
454,DO47255,1-14,0,0,0,0
455,DO38129,1-14,0,0,0,0
456,DO37723,1-14,0,0,0,0
457,DO220887,1-14,0,0,0,0
458,DO220872,1-14,0,0,0,0
459,DO220889,1-14,0,0,0,0
460,DO220862,1-14,0,0,0,0
461,DO220863,1-14,0,0,0,0
462,DO220885,1-14,0,0,0,0
463,DO220843,1-14,0,0,0,3
464,DO220870,1-14,0,0,0,1
465,DO220890,1-14,0,0,0,0
466,DO220855,1-14,0,0,0,0
467,DO220847,1-14,0,0,0,1
468,DO220901,1-14,0,0,0,0
469,DO220899,1-14,0,0,0,0
470,DO220907,1-14,0,0,0,0
471,DO220851,1-14,0,0,0,0
472,DO220900,1-14,0,0,0,0
473,DO220874,1-14,0,0,0,0
474,DO220875,1-14,0,0,0,0
475,DO220864,1-14,0,0,0,2
476,DO220844,1-14,0,0,0,3
477,DO220883,1-14,0,0,0,0
478,DO220866,1-14,0,0,0,6
479,DO220903,1-14,0,0,0,0
480,DO220868,1-14,0,0,0,2
481,DO220893,1-14,0,0,0,0
482,DO220858,1-14,0,0,0,2
483,DO220888,1-14,0,0,0,2
484,DO220897,1-14,0,0,0,0
485,DO220886,1-14,0,0,0,0
486,DO220877,1-14,0,0,0,0
487,DO220902,1-14,0,0,0,0
488,DO220912,1-14,0,0,0,0
489,DO220898,1-14,0,0,0,0
490,DO220910,1-14,0,0,0,0
491,DO220881,1-14,0,0,0,0
492,DO220845,1-14,0,0,0,0
493,DO220884,1-14,0,0,0,0
494,DO220894,1-14,0,0,0,0
495,DO220861,1-14,0,0,0,0
496,DO220871,1-14,0,0,0,3
497,DO220848,1-14,0,0,0,0
498,DO220860,1-14,0,0,0,0
499,DO220859,1-14,0,0,0,0
500,DO220911,1-14,0,0,0,0
501,DO220891,1-14,0,0,0,0
502,DO220841,1-14,0,0,0,5
503,DO220878,1-14,0,0,0,0
504,DO220892,1-14,0,0,0,1
505,DO220913,1-14,0,0,0,0
506,DO220842,1-14,0,0,0,8
507,DO220846,1-14,0,0,0,2
508,DO220908,1-14,0,0,0,0
509,DO220879,1-14,0,0,0,0
510,DO220904,1-14,0,0,0,3
511,DO220895,1-14,0,0,0,0
512,DO220849,1-14,0,0,0,2
513,DO220857,1-14,0,0,0,0
514,DO220853,1-14,0,0,0,0
515,DO220906,1-14,0,0,0,0
516,DO220865,1-14,0,0,0,1
517,DO220882,1-14,0,0,0,0
518,DO220867,1-14,0,0,0,0
519,DO220850,1-14,0,0,0,0
520,DO220905,1-14,0,0,0,4
521,DO220880,1-14,0,0,0,0
522,DO220896,1-14,0,0,0,0
523,DO220873,1-14,0,0,0,0
524,DO220852,1-14,0,0,0,0
525,DO37432,1-15,0,0,0,0
526,DO37827,1-15,0,0,0,0
527,DO47268,1-15,0,0,0,0
528,DO37896,1-15,0,0,0,0
529,DO37435,1-15,0,0,0,0
530,DO47451,1-15,0,0,0,1
531,DO37861,1-15,0,0,0,0
532,DO37515,1-15,0,0,0,0
533,DO37425,1-15,0,0,0,0
534,DO37439,1-15,0,0,0,0
535,DO51251,1-15,0,0,0,1
536,DO37474,1-15,0,0,0,0
537,DO37527,1-15,0,0,0,0
538,DO37607,1-15,0,0,0,0
539,DO37946,1-15,0,0,0,0
540,DO47542,1-15,0,0,0,0
541,DO37424,1-15,0,0,0,0
542,DO37531,1-15,0,0,0,0
543,DO37703,1-15,0,0,0,0
544,DO37440,1-15,0,0,0,0
545,DO37659,1-15,0,0,0,0
546,DO37409,1-15,0,0,0,0
547,DO37587,1-15,0,0,0,1
548,DO37627,1-15,0,0,0,0
549,DO37418,1-15,0,0,0,0
550,DO37445,1-15,0,0,0,1
551,DO37427,1-15,0,0,0,2
552,DO47331,1-15,0,0,0,0
553,DO37750,1-15,0,0,0,0
554,DO37426,1-15,0,0,0,0
555,DO37599,1-15,0,0,0,0
556,DO37719,1-15,0,0,0,0
557,DO37758,1-15,0,0,0,2
558,DO37782,1-15,0,0,0,0
559,DO47255,1-15,0,0,0,0
560,DO38129,1-15,0,0,0,0
561,DO37723,1-15,0,0,0,2
562,DO220887,1-15,0,0,0,0
563,DO220872,1-15,0,0,0,0
564,DO220889,1-15,0,0,0,0
565,DO220862,1-15,0,0,0,0
566,DO220863,1-15,0,0,0,0
567,DO220885,1-15,0,0,0,0
568,DO220843,1-15,0,0,0,1
569,DO220870,1-15,0,0,0,1
570,DO220890,1-15,0,0,0,0
571,DO220855,1-15,0,0,0,0
572,DO220847,1-15,0,0,0,1
573,DO220901,1-15,0,0,0,0
574,DO220899,1-15,0,0,0,0
575,DO220907,1-15,0,0,0,0
576,DO220851,1-15,0,0,0,0
577,DO220900,1-15,0,0,0,0
578,DO220874,1-15,0,0,0,0
579,DO220875,1-15,0,0,0,0
580,DO220864,1-15,0,0,0,3
581,DO220844,1-15,0,0,0,1
582,DO220883,1-15,0,0,0,0
583,DO220866,1-15,0,1,1,5
584,DO220903,1-15,0,0,0,0
585,DO220868,1-15,0,0,0,0
586,DO220893,1-15,0,0,0,0
587,DO220858,1-15,0,0,0,0
588,DO220888,1-15,0,0,0,1
589,DO220897,1-15,0,0,0,0
590,DO220886,1-15,0,0,0,0
591,DO220877,1-15,0,0,0,0
592,DO220902,1-15,0,0,0,0
593,DO220912,1-15,0,0,0,0
594,DO220898,1-15,0,0,0,0
595,DO220910,1-15,0,0,0,0
596,DO220881,1-15,0,0,0,0
597,DO220845,1-15,0,0,0,0
598,DO220884,1-15,0,0,0,0
599,DO220894,1-15,0,0,0,0
600,DO220861,1-15,0,0,0,0
601,DO220871,1-15,0,0,0,2
602,DO220848,1-15,0,0,0,0
603,DO220860,1-15,0,0,0,0
604,DO220859,1-15,0,0,0,0
605,DO220911,1-15,0,0,0,0
606,DO220891,1-15,0,0,0,0
607,DO220841,1-15,0,0,0,0
608,DO220878,1-15,0,0,0,0
609,DO220892,1-15,0,0,0,0
610,DO220913,1-15,0,0,0,0
611,DO220842,1-15,0,0,0,2
612,DO220846,1-15,0,0,0,4
613,DO220908,1-15,0,0,0,0
614,DO220879,1-15,0,0,0,0
615,DO220904,1-15,0,0,0,1
616,DO220895,1-15,0,0,0,0
617,DO220849,1-15,0,0,0,0
618,DO220857,1-15,0,0,0,0
619,DO220853,1-15,0,0,0,0
620,DO220906,1-15,0,0,0,0
621,DO220865,1-15,0,0,0,1
622,DO220882,1-15,0,0,0,0
623,DO220867,1-15,0,0,0,2
624,DO220850,1-15,0,0,0,0
625,DO220905,1-15,0,0,0,2
626,DO220880,1-15,0,0,0,0
627,DO220896,1-15,0,0,0,0
628,DO220873,1-15,0,0,0,0
629,DO220852,1-15,0,0,0,0
630,DO37432,1-16,0,0,0,0
631,DO37827,1-16,0,0,0,0
632,DO47268,1-16,0,0,0,0
633,DO37896,1-16,0,0,0,0
634,DO37435,1-16,0,0,0,0
635,DO47451,1-16,0,0,0,1
636,DO37861,1-16,0,0,0,0
637,DO37515,1-16,0,0,0,0
638,DO37425,1-16,0,0,0,0
639,DO37439,1-16,0,0,0,0
640,DO51251,1-16,0,0,0,1
641,DO37474,1-16,0,0,0,0
642,DO37527,1-16,0,0,0,0
643,DO37607,1-16,0,0,0,0
644,DO37946,1-16,0,0,0,0
645,DO47542,1-16,0,0,0,0
646,DO37424,1-16,0,0,0,0
647,DO37531,1-16,0,0,0,0
648,DO37703,1-16,0,0,0,0
649,DO37440,1-16,0,0,0,0
650,DO37659,1-16,0,0,0,0
651,DO37409,1-16,0,0,0,0
652,DO37587,1-16,0,0,0,8
653,DO37627,1-16,0,0,0,0
654,DO37418,1-16,0,0,0,0
655,DO37445,1-16,0,0,0,3
656,DO37427,1-16,0,0,0,3
657,DO47331,1-16,0,0,0,0
658,DO37750,1-16,0,0,0,0
659,DO37426,1-16,0,0,0,0
660,DO37599,1-16,0,0,0,0
661,DO37719,1-16,0,0,0,0
662,DO37758,1-16,0,0,0,5
663,DO37782,1-16,0,0,0,0
664,DO47255,1-16,0,0,0,0
665,DO38129,1-16,0,0,0,0
666,DO37723,1-16,0,0,0,1
667,DO220887,1-16,0,0,0,0
668,DO220872,1-16,0,0,0,0
669,DO220889,1-16,0,0,0,0
670,DO220862,1-16,0,0,0,0
671,DO220863,1-16,0,0,0,0
672,DO220885,1-16,0,0,0,0
673,DO220843,1-16,0,0,0,3
674,DO220870,1-16,0,0,0,0
675,DO220890,1-16,0,0,0,0
676,DO220855,1-16,0,0,0,0
677,DO220847,1-16,0,0,0,1
678,DO220901,1-16,0,0,0,0
679,DO220899,1-16,0,0,0,0
680,DO220907,1-16,0,0,0,0
681,DO220851,1-16,0,0,0,0
682,DO220900,1-16,0,0,0,0
683,DO220874,1-16,0,0,0,0
684,DO220875,1-16,0,0,0,0
685,DO220864,1-16,0,0,0,2
686,DO220844,1-16,0,0,0,1
687,DO220883,1-16,0,0,0,0
688,DO220866,1-16,0,0,0,3
689,DO220903,1-16,0,0,0,0
690,DO220868,1-16,0,0,0,1
691,DO220893,1-16,0,0,0,0
692,DO220858,1-16,0,0,0,0
693,DO220888,1-16,0,0,0,2
694,DO220897,1-16,0,0,0,0
695,DO220886,1-16,0,0,0,0
696,DO220877,1-16,0,0,0,0
697,DO220902,1-16,0,0,0,0
698,DO220912,1-16,0,0,0,0
699,DO220898,1-16,0,0,0,0
700,DO220910,1-16,0,0,0,0
701,DO220881,1-16,0,0,0,0
702,DO220845,1-16,0,0,0,0
703,DO220884,1-16,0,0,0,0
704,DO220894,1-16,0,0,0,0
705,DO220861,1-16,0,0,0,0
706,DO220871,1-16,0,0,0,0
707,DO220848,1-16,0,0,0,0
708,DO220860,1-16,0,0,0,0
709,DO220859,1-16,0,0,0,0
710,DO220911,1-16,0,0,0,0
711,DO220891,1-16,0,0,0,0
712,DO220841,1-16,0,0,0,4
713,DO220878,1-16,0,0,0,0
714,DO220892,1-16,0,0,0,0
715,DO220913,1-16,0,0,0,0
716,DO220842,1-16,0,0,0,6
717,DO220846,1-16,0,0,0,2
718,DO220908,1-16,0,0,0,0
719,DO220879,1-16,0,0,0,0
720,DO220904,1-16,0,0,0,1
721,DO220895,1-16,0,0,0,0
722,DO220849,1-16,0,0,0,0
723,DO220857,1-16,0,0,0,0
724,DO220853,1-16,0,0,0,0
725,DO220906,1-16,0,0,0,0
726,DO220865,1-16,0,0,0,1
727,DO220882,1-16,0,0,0,0
728,DO220867,1-16,0,0,0,2
729,DO220850,1-16,0,0,0,0
730,DO220905,1-16,0,0,0,1
731,DO220880,1-16,0,0,0,0
732,DO220896,1-16,0,0,0,0
