,Donor,chr-pos,n_syn,n_nsyn,n_coding,n_all
54,DO29850,1-70,0,0,0,4
55,DO28273,1-70,0,0,0,5
56,DO46352,1-70,0,0,0,5
57,DO46542,1-70,0,0,0,4
58,DO46602,1-70,0,0,0,0
59,DO28233,1-70,0,0,0,3
60,DO46412,1-70,0,1,1,7
61,DO30060,1-70,0,0,0,1
62,DO46360,1-70,0,0,0,4
63,DO28289,1-70,0,0,0,0
64,DO32596,1-70,0,0,0,6
65,DO46384,1-70,0,0,0,0
66,DO46556,1-70,0,0,0,12
67,DO31729,1-70,0,0,0,5
68,DO31420,1-70,0,0,0,2
69,DO46342,1-70,0,0,0,6
70,DO46327,1-70,0,0,0,1
71,DO46400,1-70,0,0,0,4
72,DO46588,1-70,0,0,0,2
73,DO29940,1-70,0,0,0,2
74,DO46386,1-70,0,0,0,3
75,DO46364,1-70,0,0,0,1
76,DO46338,1-70,0,0,0,4
77,DO46591,1-70,0,0,0,14
78,DO46488,1-70,0,0,0,1
79,DO30750,1-70,0,0,0,5
80,DO46551,1-70,0,0,0,3
81,DO28763,1-70,0,0,0,0
82,DO46378,1-70,0,0,0,7
83,DO28119,1-70,0,0,0,2
84,DO46362,1-70,0,0,0,0
85,DO46390,1-70,0,0,0,4
86,DO46392,1-70,0,0,0,1
87,DO46350,1-70,0,0,0,2
88,DO46394,1-70,0,1,1,9
89,DO28053,1-70,0,0,0,1
90,DO46424,1-70,0,0,0,0
91,DO46493,1-70,0,0,0,5
92,DO46593,1-70,0,0,0,2
93,DO46586,1-70,0,0,0,0
94,DO46328,1-70,0,0,0,3
95,DO46330,1-70,0,0,0,5
96,DO46336,1-70,0,0,0,3
97,DO46366,1-70,0,0,0,8
98,DO28412,1-70,0,0,0,1
99,DO46340,1-70,0,0,0,4
100,DO46329,1-70,0,0,0,5
101,DO46571,1-70,0,0,0,6
102,DO46448,1-70,0,0,0,9
103,DO46611,1-70,0,0,0,2
104,DO46325,1-70,0,0,0,5
105,DO46503,1-70,0,0,0,8
106,DO46368,1-70,0,0,0,5
107,DO30090,1-70,0,0,0,5
108,DO28521,1-70,0,0,0,4
109,DO46416,1-71,0,0,0,7
110,DO46581,1-71,0,0,0,1
111,DO28952,1-71,0,0,0,3
112,DO46606,1-71,0,0,0,4
113,DO27978,1-71,0,0,0,0
114,DO46372,1-71,0,0,0,4
115,DO46597,1-71,0,0,0,5
116,DO32391,1-71,0,0,0,7
117,DO46382,1-71,0,0,0,3
118,DO29398,1-71,0,0,0,0
119,DO28004,1-71,0,0,0,1
120,DO31551,1-71,0,0,0,0
121,DO46566,1-71,0,0,0,0
122,DO28823,1-71,0,0,0,1
123,DO29980,1-71,0,0,0,0
124,DO32646,1-71,0,0,0,1
125,DO28093,1-71,0,0,0,3
126,DO46402,1-71,0,0,0,4
127,DO46370,1-71,0,0,0,6
128,DO46388,1-71,0,0,0,3
129,DO46344,1-71,0,0,0,0
130,DO28089,1-71,0,0,0,4
131,DO30550,1-71,0,0,0,1
132,DO30220,1-71,0,0,0,3
133,DO30970,1-71,0,0,0,3
134,DO28024,1-71,0,0,0,0
135,DO46576,1-71,0,0,0,0
136,DO46568,1-71,0,0,0,8
137,DO46354,1-71,0,0,0,0
138,DO31150,1-71,0,0,0,2
139,DO29760,1-71,0,0,0,1
140,DO46561,1-71,0,0,0,1
141,DO32237,1-71,0,0,0,2
142,DO46346,1-71,0,0,0,1
143,DO46498,1-71,0,0,0,1
144,DO46380,1-71,0,0,0,1
145,DO46374,1-71,0,0,0,5
146,DO29308,1-71,0,0,0,0
147,DO31769,1-71,0,0,0,0
148,DO46408,1-71,0,0,0,0
149,DO28962,1-71,0,0,0,1
150,DO46560,1-71,0,0,0,2
151,DO46376,1-71,0,0,0,3
152,DO32420,1-71,0,0,0,1
153,DO46358,1-71,0,0,0,3
154,DO46356,1-71,0,0,0,1
155,DO46398,1-71,0,0,0,1
156,DO46333,1-71,0,0,0,5
157,DO46420,1-71,0,0,0,7
158,DO46331,1-71,0,0,0,3
159,DO31869,1-71,0,0,0,9
160,DO46334,1-71,0,0,0,1
161,DO29146,1-71,0,0,0,5
162,DO30340,1-71,0,0,0,4
163,DO29850,1-71,0,0,0,1
164,DO28273,1-71,0,0,0,0
165,DO46352,1-71,0,1,1,3
166,DO46542,1-71,0,0,0,2
167,DO46602,1-71,0,1,1,2
168,DO28233,1-71,0,0,0,2
169,DO46412,1-71,0,0,0,4
170,DO30060,1-71,0,0,0,1
171,DO46360,1-71,0,0,0,4
172,DO28289,1-71,0,0,0,0
173,DO32596,1-71,1,0,1,2
174,DO46384,1-71,0,0,0,1
175,DO46556,1-71,0,0,0,11
176,DO31729,1-71,0,0,0,3
177,DO31420,1-71,0,0,0,3
178,DO46342,1-71,0,0,0,10
179,DO46327,1-71,0,0,0,3
180,DO46400,1-71,0,0,0,5
181,DO46588,1-71,0,0,0,3
182,DO29940,1-71,0,0,0,0
183,DO46386,1-71,0,0,0,0
184,DO46364,1-71,0,0,0,0
185,DO46338,1-71,0,0,0,1
186,DO46591,1-71,0,0,0,13
187,DO46488,1-71,0,0,0,2
188,DO30750,1-71,0,0,0,7
189,DO46551,1-71,0,0,0,3
190,DO28763,1-71,0,0,0,1
191,DO46378,1-71,0,0,0,1
192,DO28119,1-71,0,0,0,2
193,DO46362,1-71,0,0,0,2
194,DO46390,1-71,0,0,0,2
195,DO46392,1-71,0,0,0,0
196,DO46350,1-71,0,0,0,1
197,DO46394,1-71,0,0,0,4
198,DO28053,1-71,0,0,0,1
199,DO46424,1-71,0,0,0,0
200,DO46493,1-71,0,0,0,4
201,DO46593,1-71,0,0,0,3
202,DO46586,1-71,0,0,0,1
203,DO46328,1-71,0,0,0,1
204,DO46330,1-71,0,0,0,4
205,DO46336,1-71,0,0,0,1
206,DO46366,1-71,0,0,0,4
207,DO28412,1-71,0,0,0,0
208,DO46340,1-71,0,0,0,4
209,DO46329,1-71,0,0,0,1
210,DO46571,1-71,0,0,0,7
211,DO46448,1-71,0,0,0,4
212,DO46611,1-71,0,0,0,2
213,DO46325,1-71,0,0,0,3
214,DO46503,1-71,0,0,0,4
215,DO46368,1-71,0,0,0,2
216,DO30090,1-71,0,0,0,4
217,DO28521,1-71,0,0,0,2
218,DO46416,1-72,0,0,0,9
219,DO46581,1-72,0,0,0,1
220,DO28952,1-72,0,0,0,5
221,DO46606,1-72,0,0,0,6
222,DO27978,1-72,0,0,0,0
223,DO46372,1-72,0,0,0,10
224,DO46597,1-72,0,0,0,3
225,DO32391,1-72,0,0,0,1
226,DO46382,1-72,0,0,0,9
227,DO29398,1-72,0,0,0,6
228,DO28004,1-72,0,0,0,7
229,DO31551,1-72,0,0,0,1
230,DO46566,1-72,0,0,0,2
231,DO28823,1-72,0,0,0,2
232,DO29980,1-72,0,0,0,1
233,DO32646,1-72,0,0,0,1
234,DO28093,1-72,0,0,0,5
235,DO46402,1-72,0,0,0,3
236,DO46370,1-72,0,0,0,5
237,DO46388,1-72,0,0,0,3
238,DO46344,1-72,0,0,0,0
239,DO28089,1-72,0,0,0,3
240,DO30550,1-72,0,0,0,0
241,DO30220,1-72,0,0,0,4
242,DO30970,1-72,0,0,0,3
243,DO28024,1-72,0,0,0,2
244,DO46576,1-72,0,0,0,3
245,DO46568,1-72,0,0,0,3
246,DO46354,1-72,0,0,0,3
247,DO31150,1-72,0,0,0,4
248,DO29760,1-72,0,1,1,9
249,DO46561,1-72,0,0,0,5
250,DO32237,1-72,0,0,0,2
251,DO46346,1-72,0,0,0,7
252,DO46498,1-72,0,0,0,6
253,DO46380,1-72,0,0,0,2
254,DO46374,1-72,0,0,0,8
255,DO29308,1-72,0,0,0,3
256,DO31769,1-72,0,0,0,5
257,DO46408,1-72,0,0,0,4
258,DO28962,1-72,0,0,0,2
259,DO46560,1-72,0,0,0,1
260,DO46376,1-72,0,0,0,2
261,DO32420,1-72,0,0,0,0
262,DO46358,1-72,0,0,0,2
263,DO46356,1-72,0,0,0,9
264,DO46398,1-72,0,0,0,5
265,DO46333,1-72,0,0,0,5
266,DO46420,1-72,0,0,0,7
267,DO46331,1-72,0,0,0,1
268,DO31869,1-72,0,0,0,4
269,DO46334,1-72,0,0,0,3
270,DO29146,1-72,0,0,0,8
271,DO30340,1-72,0,0,0,5
272,DO29850,1-72,0,0,0,3
273,DO28273,1-72,0,0,0,0
274,DO46352,1-72,0,0,0,3
275,DO46542,1-72,1,0,1,10
276,DO46602,1-72,0,0,0,2
277,DO28233,1-72,0,0,0,2
278,DO46412,1-72,0,0,0,4
279,DO30060,1-72,0,0,0,4
280,DO46360,1-72,0,0,0,7
281,DO28289,1-72,0,0,0,0
282,DO32596,1-72,0,0,0,3
283,DO46384,1-72,0,0,0,0
284,DO46556,1-72,0,0,0,12
285,DO31729,1-72,0,0,0,14
286,DO31420,1-72,0,0,0,1
287,DO46342,1-72,0,0,0,14
288,DO46327,1-72,0,0,0,6
289,DO46400,1-72,0,0,0,4
290,DO46588,1-72,0,0,0,4
291,DO29940,1-72,0,0,0,1
292,DO46386,1-72,0,0,0,2
293,DO46364,1-72,0,0,0,0
294,DO46338,1-72,0,0,0,4
295,DO46591,1-72,0,0,0,11
296,DO46488,1-72,0,0,0,8
297,DO30750,1-72,0,0,0,5
298,DO46551,1-72,0,0,0,1
299,DO28763,1-72,0,0,0,1
300,DO46378,1-72,0,0,0,10
301,DO28119,1-72,0,0,0,6
302,DO46362,1-72,0,0,0,1
303,DO46390,1-72,0,0,0,8
304,DO46392,1-72,0,0,0,3
305,DO46350,1-72,0,0,0,2
306,DO46394,1-72,0,0,0,7
307,DO28053,1-72,0,0,0,6
308,DO46424,1-72,0,0,0,0
309,DO46493,1-72,0,0,0,5
310,DO46593,1-72,0,0,0,7
311,DO46586,1-72,0,0,0,4
312,DO46328,1-72,0,0,0,0
313,DO46330,1-72,0,0,0,5
314,DO46336,1-72,0,0,0,3
315,DO46366,1-72,0,0,0,1
316,DO28412,1-72,0,0,0,4
317,DO46340,1-72,0,0,0,3
318,DO46329,1-72,0,0,0,7
319,DO46571,1-72,0,0,0,8
320,DO46448,1-72,0,0,0,8
321,DO46611,1-72,0,0,0,4
322,DO46325,1-72,0,0,0,4
323,DO46503,1-72,0,0,0,6
324,DO46368,1-72,0,0,0,7
325,DO30090,1-72,0,0,0,7
326,DO28521,1-72,0,0,0,2
327,DO46416,1-73,0,0,0,10
328,DO46581,1-73,0,0,0,6
329,DO28952,1-73,0,0,0,0
330,DO46606,1-73,0,0,0,2
331,DO27978,1-73,0,0,0,0
332,DO46372,1-73,0,0,0,9
333,DO46597,1-73,0,0,0,2
334,DO32391,1-73,0,0,0,1
335,DO46382,1-73,0,0,0,7
336,DO29398,1-73,0,0,0,4
337,DO28004,1-73,0,0,0,3
338,DO31551,1-73,0,0,0,2
339,DO46566,1-73,0,0,0,1
340,DO28823,1-73,0,0,0,3
341,DO29980,1-73,0,0,0,1
342,DO32646,1-73,0,0,0,0
343,DO28093,1-73,0,0,0,5
344,DO46402,1-73,0,0,0,5
345,DO46370,1-73,0,0,0,4
346,DO46388,1-73,0,0,0,0
347,DO46344,1-73,0,0,0,1
348,DO28089,1-73,0,0,0,5
349,DO30550,1-73,0,0,0,3
350,DO30220,1-73,0,0,0,1
351,DO30970,1-73,0,0,0,4
352,DO28024,1-73,0,0,0,3
353,DO46576,1-73,0,0,0,2
354,DO46568,1-73,0,0,0,1
355,DO46354,1-73,0,0,0,6
356,DO31150,1-73,0,0,0,4
357,DO29760,1-73,0,0,0,5
358,DO46561,1-73,0,0,0,4
359,DO32237,1-73,0,0,0,4
360,DO46346,1-73,0,0,0,0
361,DO46498,1-73,0,0,0,7
362,DO46380,1-73,0,0,0,4
363,DO46374,1-73,0,0,0,5
364,DO29308,1-73,0,0,0,0
365,DO31769,1-73,0,0,0,1
366,DO46408,1-73,0,0,0,3
367,DO28962,1-73,0,0,0,0
368,DO46560,1-73,0,0,0,0
369,DO46376,1-73,0,0,0,3
370,DO32420,1-73,0,0,0,1
371,DO46358,1-73,0,0,0,2
372,DO46356,1-73,0,0,0,2
373,DO46398,1-73,0,0,0,2
374,DO46333,1-73,0,0,0,11
375,DO46420,1-73,0,0,0,7
376,DO46331,1-73,0,0,0,2
377,DO31869,1-73,0,0,0,7
378,DO46334,1-73,0,0,0,1
379,DO29146,1-73,0,0,0,2
380,DO30340,1-73,0,0,0,1
381,DO29850,1-73,0,0,0,6
382,DO28273,1-73,0,0,0,3
383,DO46352,1-73,0,0,0,2
384,DO46542,1-73,0,0,0,3
385,DO46602,1-73,0,0,0,1
386,DO28233,1-73,0,0,0,5
387,DO46412,1-73,0,0,0,11
388,DO30060,1-73,0,0,0,0
389,DO46360,1-73,0,0,0,1
390,DO28289,1-73,0,0,0,0
391,DO32596,1-73,0,0,0,10
392,DO46384,1-73,0,0,0,0
393,DO46556,1-73,0,0,0,6
394,DO31729,1-73,0,0,0,9
395,DO31420,1-73,0,0,0,0
396,DO46342,1-73,0,0,0,8
397,DO46327,1-73,0,0,0,3
398,DO46400,1-73,0,0,0,6
399,DO46588,1-73,0,0,0,5
400,DO29940,1-73,0,0,0,1
401,DO46386,1-73,0,0,0,3
402,DO46364,1-73,0,0,0,0
403,DO46338,1-73,0,0,0,1
404,DO46591,1-73,0,0,0,17
405,DO46488,1-73,0,0,0,4
406,DO30750,1-73,0,0,0,8
407,DO46551,1-73,0,0,0,7
408,DO28763,1-73,0,0,0,1
409,DO46378,1-73,0,0,0,4
410,DO28119,1-73,0,0,0,7
411,DO46362,1-73,0,0,0,4
412,DO46390,1-73,0,0,0,11
413,DO46392,1-73,0,0,0,0
414,DO46350,1-73,0,0,0,0
415,DO46394,1-73,0,0,0,6
416,DO28053,1-73,0,0,0,3
417,DO46424,1-73,0,0,0,0
418,DO46493,1-73,0,0,0,5
419,DO46593,1-73,0,0,0,4
420,DO46586,1-73,0,0,0,4
421,DO46328,1-73,0,0,0,3
422,DO46330,1-73,0,0,0,4
423,DO46336,1-73,0,0,0,0
424,DO46366,1-73,0,0,0,1
425,DO28412,1-73,0,0,0,0
426,DO46340,1-73,0,0,0,2
427,DO46329,1-73,0,0,0,6
428,DO46571,1-73,0,0,0,7
429,DO46448,1-73,0,0,0,7
430,DO46611,1-73,0,0,0,7
431,DO46325,1-73,0,0,0,3
432,DO46503,1-73,0,0,0,9
433,DO46368,1-73,0,1,1,5
434,DO30090,1-73,0,0,0,8
435,DO28521,1-73,0,0,0,5
436,DO46416,1-74,0,0,0,3
437,DO46581,1-74,0,0,0,1
438,DO28952,1-74,0,0,0,0
439,DO46606,1-74,0,0,0,4
440,DO27978,1-74,0,0,0,0
441,DO46372,1-74,0,1,1,10
442,DO46597,1-74,0,0,0,1
443,DO32391,1-74,0,0,0,4
444,DO46382,1-74,0,0,0,4
445,DO29398,1-74,0,0,0,6
446,DO28004,1-74,0,0,0,1
447,DO31551,1-74,0,0,0,3
448,DO46566,1-74,0,0,0,1
449,DO28823,1-74,0,0,0,0
450,DO29980,1-74,0,0,0,0
451,DO32646,1-74,0,0,0,1
452,DO28093,1-74,0,0,0,4
453,DO46402,1-74,0,0,0,3
454,DO46370,1-74,0,0,0,2
455,DO46388,1-74,0,0,0,1
456,DO46344,1-74,0,0,0,2
457,DO28089,1-74,0,0,0,3
458,DO30550,1-74,0,0,0,1
459,DO30220,1-74,0,0,0,2
460,DO30970,1-74,0,0,0,3
461,DO28024,1-74,0,0,0,3
462,DO46576,1-74,0,0,0,0
463,DO46568,1-74,0,0,0,2
464,DO46354,1-74,0,0,0,2
465,DO31150,1-74,0,0,0,3
466,DO29760,1-74,0,0,0,0
467,DO46561,1-74,0,0,0,0
468,DO32237,1-74,0,0,0,0
469,DO46346,1-74,0,0,0,2
470,DO46498,1-74,0,0,0,4
471,DO46380,1-74,0,0,0,5
472,DO46374,1-74,0,0,0,2
473,DO29308,1-74,0,0,0,2
474,DO31769,1-74,0,0,0,1
475,DO46408,1-74,0,0,0,2
476,DO28962,1-74,0,0,0,1
477,DO46560,1-74,0,0,0,2
478,DO46376,1-74,1,0,1,2
479,DO32420,1-74,0,0,0,3
480,DO46358,1-74,0,0,0,1
481,DO46356,1-74,0,0,0,4
482,DO46398,1-74,0,0,0,1
483,DO46333,1-74,0,0,0,1
484,DO46420,1-74,0,0,0,3
485,DO46331,1-74,0,0,0,5
486,DO31869,1-74,0,0,0,7
487,DO46334,1-74,0,0,0,0
488,DO29146,1-74,0,0,0,3
489,DO30340,1-74,0,0,0,5
490,DO29850,1-74,0,0,0,0
491,DO28273,1-74,0,0,0,1
492,DO46352,1-74,0,0,0,2
493,DO46542,1-74,1,0,1,7
494,DO46602,1-74,0,0,0,1
495,DO28233,1-74,0,0,0,1
496,DO46412,1-74,0,0,0,3
497,DO30060,1-74,0,0,0,3
498,DO46360,1-74,0,0,0,2
499,DO28289,1-74,0,0,0,0
500,DO32596,1-74,0,0,0,8
501,DO46384,1-74,0,0,0,0
502,DO46556,1-74,0,0,0,5
503,DO31729,1-74,0,0,0,4
504,DO31420,1-74,0,0,0,0
505,DO46342,1-74,0,0,0,10
506,DO46327,1-74,0,0,0,4
507,DO46400,1-74,0,0,0,3
508,DO46588,1-74,1,0,1,3
509,DO29940,1-74,0,0,0,1
510,DO46386,1-74,0,0,0,3
511,DO46364,1-74,0,0,0,2
512,DO46338,1-74,0,0,0,1
513,DO46591,1-74,0,0,0,18
514,DO46488,1-74,0,0,0,3
515,DO30750,1-74,0,0,0,1
516,DO46551,1-74,0,0,0,2
517,DO28763,1-74,0,0,0,2
518,DO46378,1-74,0,0,0,2
519,DO28119,1-74,0,0,0,10
520,DO46362,1-74,0,0,0,3
521,DO46390,1-74,0,0,0,6
522,DO46392,1-74,0,0,0,2
523,DO46350,1-74,0,0,0,1
524,DO46394,1-74,0,0,0,8
525,DO28053,1-74,0,0,0,1
526,DO46424,1-74,0,0,0,0
527,DO46493,1-74,0,0,0,4
528,DO46593,1-74,0,0,0,5
529,DO46586,1-74,0,0,0,1
530,DO46328,1-74,0,0,0,4
531,DO46330,1-74,0,0,0,6
532,DO46336,1-74,0,0,0,4
533,DO46366,1-74,0,0,0,3
534,DO28412,1-74,0,0,0,0
535,DO46340,1-74,0,0,0,7
536,DO46329,1-74,0,0,0,3
537,DO46571,1-74,0,0,0,3
538,DO46448,1-74,0,0,0,3
539,DO46611,1-74,0,0,0,1
540,DO46325,1-74,0,0,0,1
541,DO46503,1-74,0,0,0,6
542,DO46368,1-74,0,0,0,3
543,DO30090,1-74,0,0,0,2
544,DO28521,1-74,0,0,0,4
545,DO46416,1-75,0,0,0,13
546,DO46581,1-75,0,0,0,6
547,DO28952,1-75,0,0,0,3
548,DO46606,1-75,0,0,0,10
549,DO27978,1-75,0,0,0,1
550,DO46372,1-75,0,0,0,11
551,DO46597,1-75,0,0,0,1
552,DO32391,1-75,0,0,0,0
553,DO46382,1-75,0,0,0,9
554,DO29398,1-75,0,0,0,9
555,DO28004,1-75,0,0,0,2
556,DO31551,1-75,0,0,0,6
557,DO46566,1-75,0,0,0,6
558,DO28823,1-75,0,0,0,0
559,DO29980,1-75,0,0,0,2
560,DO32646,1-75,0,0,0,2
561,DO28093,1-75,0,0,0,4
562,DO46402,1-75,0,0,0,5
563,DO46370,1-75,0,0,0,1
564,DO46388,1-75,0,0,0,5
565,DO46344,1-75,0,0,0,3
566,DO28089,1-75,0,0,0,2
567,DO30550,1-75,0,0,0,4
568,DO30220,1-75,0,0,0,6
569,DO30970,1-75,0,0,0,4
570,DO28024,1-75,0,0,0,1
571,DO46576,1-75,0,0,0,3
572,DO46568,1-75,0,0,0,6
573,DO46354,1-75,0,0,0,3
574,DO31150,1-75,0,0,0,6
575,DO29760,1-75,0,0,0,3
576,DO46561,1-75,0,0,0,7
577,DO32237,1-75,0,0,0,4
578,DO46346,1-75,0,0,0,4
579,DO46498,1-75,0,0,0,4
580,DO46380,1-75,0,0,0,2
581,DO46374,1-75,0,0,0,6
582,DO29308,1-75,0,0,0,3
583,DO31769,1-75,0,0,0,5
584,DO46408,1-75,0,0,0,5
585,DO28962,1-75,0,0,0,1
586,DO46560,1-75,0,0,0,3
587,DO46376,1-75,0,0,0,4
588,DO32420,1-75,0,0,0,2
589,DO46358,1-75,0,0,0,3
590,DO46356,1-75,0,0,0,7
591,DO46398,1-75,0,0,0,9
592,DO46333,1-75,0,0,0,8
593,DO46420,1-75,0,1,1,7
594,DO46331,1-75,0,0,0,4
595,DO31869,1-75,0,0,0,14
596,DO46334,1-75,0,0,0,2
597,DO29146,1-75,0,1,1,6
598,DO30340,1-75,0,0,0,2
599,DO29850,1-75,0,0,0,4
600,DO28273,1-75,0,0,0,8
601,DO46352,1-75,0,0,0,8
602,DO46542,1-75,0,0,0,6
603,DO46602,1-75,0,0,0,6
604,DO28233,1-75,0,0,0,1
605,DO46412,1-75,0,0,0,9
606,DO30060,1-75,0,0,0,1
607,DO46360,1-75,0,0,0,4
608,DO28289,1-75,0,0,0,4
609,DO32596,1-75,0,0,0,15
610,DO46384,1-75,0,0,0,0
611,DO46556,1-75,0,0,0,9
612,DO31729,1-75,0,0,0,11
613,DO31420,1-75,0,0,0,3
614,DO46342,1-75,0,0,0,15
615,DO46327,1-75,0,0,0,6
616,DO46400,1-75,0,0,0,5
617,DO46588,1-75,0,0,0,4
618,DO29940,1-75,0,0,0,3
619,DO46386,1-75,0,0,0,2
620,DO46364,1-75,0,0,0,0
621,DO46338,1-75,0,1,1,1
622,DO46591,1-75,0,0,0,17
623,DO46488,1-75,0,0,0,5
624,DO30750,1-75,0,0,0,7
625,DO46551,1-75,0,1,1,5
626,DO28763,1-75,0,0,0,2
627,DO46378,1-75,0,0,0,12
628,DO28119,1-75,0,0,0,5
629,DO46362,1-75,0,0,0,0
630,DO46390,1-75,0,0,0,7
631,DO46392,1-75,0,0,0,2
632,DO46350,1-75,0,0,0,3
633,DO46394,1-75,0,1,1,8
634,DO28053,1-75,0,0,0,1
635,DO46424,1-75,0,0,0,0
636,DO46493,1-75,0,0,0,5
637,DO46593,1-75,0,0,0,2
638,DO46586,1-75,0,0,0,2
639,DO46328,1-75,0,0,0,7
640,DO46330,1-75,0,0,0,12
641,DO46336,1-75,0,0,0,2
642,DO46366,1-75,0,0,0,5
643,DO28412,1-75,0,0,0,2
644,DO46340,1-75,0,0,0,6
645,DO46329,1-75,0,0,0,2
646,DO46571,1-75,0,0,0,6
647,DO46448,1-75,0,0,0,7
648,DO46611,1-75,0,0,0,3
649,DO46325,1-75,0,0,0,2
650,DO46503,1-75,0,1,1,10
651,DO46368,1-75,0,0,0,1
652,DO30090,1-75,0,0,0,2
653,DO28521,1-75,0,0,0,2
654,DO46416,1-76,0,1,1,11
655,DO46581,1-76,0,0,0,14
656,DO28952,1-76,0,0,0,3
657,DO46606,1-76,0,0,0,9
658,DO27978,1-76,0,0,0,0
659,DO46372,1-76,0,0,0,9
660,DO46597,1-76,0,0,0,8
661,DO32391,1-76,0,0,0,5
662,DO46382,1-76,0,0,0,13
663,DO29398,1-76,0,0,0,7
664,DO28004,1-76,0,0,0,8
665,DO31551,1-76,0,0,0,3
666,DO46566,1-76,0,0,0,5
667,DO28823,1-76,0,0,0,6
668,DO29980,1-76,0,0,0,8
669,DO32646,1-76,0,0,0,6
670,DO28093,1-76,0,0,0,5
671,DO46402,1-76,0,0,0,9
672,DO46370,1-76,0,0,0,6
673,DO46388,1-76,0,0,0,2
674,DO46344,1-76,0,0,0,6
675,DO28089,1-76,0,0,0,5
676,DO30550,1-76,0,0,0,8
677,DO30220,1-76,0,0,0,6
678,DO30970,1-76,0,0,0,7
679,DO28024,1-76,0,0,0,8
680,DO46576,1-76,0,0,0,2
681,DO46568,1-76,0,0,0,8
682,DO46354,1-76,0,0,0,6
683,DO31150,1-76,0,0,0,4
684,DO29760,1-76,0,0,0,6
685,DO46561,1-76,0,0,0,6
686,DO32237,1-76,0,0,0,2
687,DO46346,1-76,0,0,0,4
688,DO46498,1-76,0,0,0,11
689,DO46380,1-76,0,0,0,5
690,DO46374,1-76,0,0,0,12
691,DO29308,1-76,0,0,0,3
692,DO31769,1-76,0,0,0,7
693,DO46408,1-76,0,0,0,2
694,DO28962,1-76,0,0,0,7
695,DO46560,1-76,0,0,0,2
696,DO46376,1-76,0,0,0,4
697,DO32420,1-76,0,0,0,3
698,DO46358,1-76,0,0,0,8
699,DO46356,1-76,0,0,0,7
700,DO46398,1-76,0,0,0,7
701,DO46333,1-76,0,0,0,5
702,DO46420,1-76,0,0,0,9
703,DO46331,1-76,0,0,0,10
704,DO31869,1-76,0,0,0,13
705,DO46334,1-76,0,0,0,2
706,DO29146,1-76,0,0,0,13
707,DO30340,1-76,0,0,0,4
708,DO29850,1-76,0,0,0,10
709,DO28273,1-76,0,0,0,7
710,DO46352,1-76,0,0,0,9
711,DO46542,1-76,0,0,0,6
712,DO46602,1-76,0,0,0,4
713,DO28233,1-76,0,0,0,8
714,DO46412,1-76,0,0,0,10
715,DO30060,1-76,0,0,0,2
716,DO46360,1-76,0,0,0,7
717,DO28289,1-76,0,0,0,10
718,DO32596,1-76,0,0,0,3
719,DO46384,1-76,0,0,0,0
720,DO46556,1-76,0,0,0,11
721,DO31729,1-76,0,0,0,16
722,DO31420,1-76,0,0,0,3
723,DO46342,1-76,0,0,0,17
724,DO46327,1-76,0,0,0,9
725,DO46400,1-76,0,0,0,9
726,DO46588,1-76,0,0,0,4
727,DO29940,1-76,0,0,0,4
728,DO46386,1-76,0,0,0,4
729,DO46364,1-76,0,0,0,2
730,DO46338,1-76,0,0,0,3
731,DO46591,1-76,0,0,0,18
732,DO46488,1-76,0,0,0,5
